,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1721,high,low,high,medium,high,low,high,medium,high,medium,medium,7
1722,high,high,high,high,medium,medium,medium,high,medium,low,high,6
1723,low,low,medium,low,medium,high,medium,low,high,high,high,8
1724,medium,low,medium,medium,high,medium,medium,medium,high,low,medium,6
1725,medium,low,low,medium,high,high,medium,medium,high,low,low,6
1726,medium,medium,medium,medium,low,medium,low,low,medium,medium,high,6
1727,high,high,high,high,medium,high,high,high,high,low,medium,6
1728,medium,medium,low,medium,high,medium,low,medium,low,medium,low,5
1729,high,low,medium,medium,low,high,medium,medium,medium,high,high,6
1730,high,low,medium,low,low,medium,low,medium,low,low,medium,6
1731,high,high,high,high,high,high,high,high,high,low,low,6
1732,medium,high,low,medium,low,high,low,low,medium,low,high,5
1733,high,medium,medium,low,medium,high,medium,low,low,medium,high,6
1734,medium,low,medium,high,high,high,high,high,high,low,low,6
1735,high,high,medium,medium,medium,high,high,medium,high,medium,high,6
1736,low,low,low,medium,high,low,low,medium,medium,low,low,5
1737,medium,low,medium,high,high,high,high,high,high,low,low,6
1738,high,low,high,low,high,low,low,medium,medium,medium,medium,5
1739,high,medium,medium,low,low,low,low,low,low,low,high,4
1740,medium,high,high,medium,high,low,medium,high,medium,medium,low,6
1741,high,high,high,low,low,medium,medium,low,medium,low,high,6
1742,low,medium,low,high,medium,high,medium,high,medium,low,low,6
1743,high,medium,medium,high,medium,medium,high,high,medium,medium,low,6
1744,medium,low,high,low,high,high,medium,medium,low,low,low,5
1745,low,high,medium,high,high,high,high,high,medium,medium,low,5
1746,high,low,medium,medium,high,medium,low,medium,medium,low,medium,5
1747,high,medium,medium,high,medium,medium,high,high,medium,medium,low,6
1748,high,medium,low,low,medium,low,low,medium,high,low,medium,5
1749,low,low,low,low,high,high,medium,low,medium,low,medium,6
1750,high,low,medium,high,medium,high,high,high,low,high,low,6
1751,medium,low,low,medium,medium,medium,medium,low,high,medium,high,7
1752,low,medium,high,high,medium,high,high,high,medium,high,low,6
1753,high,low,low,low,high,high,medium,medium,high,high,medium,7
1754,low,low,low,low,medium,medium,low,low,high,low,high,6
1755,low,medium,low,high,medium,high,medium,high,medium,low,low,6
1756,medium,medium,low,medium,high,high,high,high,medium,low,low,5
1757,medium,medium,low,high,high,high,high,high,medium,medium,low,5
1758,high,low,low,low,low,low,low,medium,low,medium,medium,5
1759,medium,high,low,high,medium,high,high,high,medium,medium,low,5
1760,low,medium,low,medium,medium,high,high,medium,high,low,medium,6
1761,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,6
1762,low,low,low,low,low,low,low,low,high,low,medium,7
1763,high,low,medium,high,low,low,low,high,high,medium,low,6
1764,medium,medium,low,medium,high,high,high,high,medium,low,low,5
1765,medium,medium,low,high,high,high,high,high,medium,medium,low,5
1766,medium,high,low,medium,high,high,high,high,medium,medium,low,5
1767,high,high,low,low,high,high,high,high,high,high,low,5
1768,medium,high,low,low,medium,high,medium,low,medium,low,medium,5
1769,high,high,low,medium,medium,medium,low,low,medium,high,high,7
1770,high,high,low,high,high,medium,high,high,low,low,medium,6
1771,low,low,low,low,medium,medium,medium,medium,high,high,low,6
1772,high,high,low,high,high,medium,high,high,low,low,medium,6
1773,high,high,low,high,high,medium,high,high,low,low,medium,6
1774,medium,low,low,medium,high,medium,low,low,medium,low,medium,6
1775,high,high,high,high,low,medium,medium,high,medium,low,high,6
1776,medium,medium,medium,high,high,high,high,high,high,medium,medium,5
1777,low,low,low,low,medium,medium,medium,medium,high,high,low,6
1778,low,low,medium,low,low,high,medium,low,high,high,medium,8
1779,low,low,medium,low,low,high,medium,low,high,high,medium,8
1780,high,low,medium,medium,high,high,medium,medium,medium,low,medium,5
1781,low,high,high,low,high,low,high,medium,high,medium,medium,4
1782,high,low,low,high,low,high,medium,medium,low,low,high,6
1783,high,high,high,low,high,low,low,high,high,high,medium,6
1784,medium,medium,medium,medium,low,high,medium,medium,high,medium,high,7
1785,high,low,low,high,low,high,medium,medium,low,low,high,6
1786,high,high,low,medium,medium,medium,low,low,low,medium,high,7
1787,high,medium,medium,low,low,high,high,low,high,low,high,7
1788,high,high,medium,medium,low,medium,medium,medium,medium,low,high,5
1789,high,low,low,low,low,low,high,low,low,high,high,7
1790,high,low,medium,low,medium,low,high,high,medium,medium,low,5
1791,low,high,low,low,high,low,low,medium,high,medium,low,5
1792,high,low,medium,low,high,low,medium,medium,medium,high,medium,6
1793,high,high,medium,high,high,high,high,high,high,high,low,5
1794,medium,high,low,low,high,low,medium,medium,high,high,low,5
1795,medium,high,high,medium,high,low,medium,medium,medium,medium,low,6
1796,medium,high,medium,low,low,low,medium,low,medium,high,high,5
1797,medium,medium,low,high,medium,medium,medium,medium,high,low,high,8
1798,medium,low,medium,high,high,high,high,high,low,low,low,6
1799,low,medium,low,medium,medium,medium,high,high,high,high,medium,6
1800,high,medium,low,high,high,high,high,high,low,low,low,6
1801,high,low,low,low,medium,low,low,medium,low,low,low,5
1802,medium,low,medium,high,high,high,high,high,low,low,low,6
1803,low,medium,low,medium,medium,medium,high,high,high,high,medium,6
1804,high,medium,low,high,high,high,high,high,low,low,low,6
1805,high,high,high,high,high,medium,medium,high,medium,low,low,5
1806,high,high,low,medium,medium,low,low,medium,medium,low,low,5
1807,high,low,high,high,high,high,high,high,high,high,low,6
1808,high,high,high,high,high,medium,medium,high,medium,low,low,5
1809,high,low,high,high,high,high,high,high,high,high,low,6
1810,medium,high,low,low,high,medium,high,medium,medium,low,medium,6
1811,high,high,low,medium,medium,low,low,medium,medium,low,low,5
1812,low,high,low,medium,medium,low,low,low,high,low,high,6
1813,high,low,high,low,low,low,low,low,medium,low,high,6
1814,high,high,medium,medium,low,medium,low,low,low,low,high,7
1815,medium,medium,medium,medium,low,low,high,low,low,high,high,6
1816,medium,medium,medium,high,low,medium,medium,medium,high,medium,high,7
1817,high,high,low,low,low,high,low,medium,medium,low,low,4
1818,low,medium,medium,low,low,low,low,low,high,medium,high,6
1819,medium,high,low,low,low,medium,medium,low,medium,low,high,6
1820,medium,medium,medium,medium,low,low,high,low,low,high,high,6
1821,high,medium,medium,low,low,low,low,medium,low,low,medium,5
1822,high,high,medium,medium,low,medium,low,low,low,low,high,7
1823,high,low,low,medium,high,medium,high,high,high,high,medium,6
1824,low,high,low,high,low,medium,high,high,medium,low,low,5
1825,medium,high,high,low,low,low,low,medium,high,high,medium,5
1826,low,high,low,high,low,medium,high,high,medium,low,low,5
1827,high,low,low,medium,high,medium,high,high,high,high,medium,6
1828,high,low,low,medium,high,medium,high,high,high,high,medium,6
1829,high,high,low,high,low,medium,high,medium,low,low,high,7
1830,high,high,low,high,low,medium,high,medium,low,low,high,7
1831,high,high,low,high,low,medium,medium,medium,medium,medium,high,7
1832,high,high,low,high,low,medium,high,medium,low,low,high,7
1833,high,high,low,high,low,medium,medium,medium,medium,medium,high,7
1834,low,low,medium,medium,medium,high,high,medium,high,low,medium,6
1835,high,high,high,high,high,medium,high,high,low,high,low,5
1836,medium,low,low,medium,high,low,low,high,low,high,low,6
1837,high,medium,medium,low,low,medium,low,low,high,high,medium,7
1838,low,high,medium,high,high,high,high,high,high,high,low,6
1839,medium,low,low,medium,high,low,low,high,low,high,low,6
1840,medium,low,medium,low,high,low,high,medium,high,medium,medium,5
1841,high,medium,medium,low,low,medium,low,low,high,high,medium,7
1842,high,low,medium,high,medium,high,high,high,low,medium,low,6
1843,high,medium,high,medium,high,medium,medium,high,high,high,high,6
1844,low,high,high,medium,low,low,low,low,high,high,high,6
1845,high,high,low,high,high,high,high,high,high,medium,low,5
1846,high,medium,high,medium,medium,high,high,high,low,low,low,5
1847,high,high,low,high,high,high,high,high,high,medium,low,5
1848,high,high,high,high,high,medium,high,high,low,high,low,5
1849,medium,medium,low,low,medium,high,high,low,high,low,high,6
1850,medium,medium,low,low,medium,high,high,medium,medium,low,medium,7
1851,low,high,high,medium,low,low,low,low,high,high,high,6
1852,low,low,medium,low,high,medium,medium,medium,high,high,medium,7
1853,high,medium,high,medium,high,low,low,high,high,high,medium,5
1854,medium,medium,medium,medium,medium,high,high,medium,high,high,medium,7
1855,high,low,low,high,high,high,high,high,medium,medium,medium,6
1856,high,high,high,low,high,medium,high,high,low,medium,medium,4
1857,high,high,medium,low,high,low,high,medium,medium,medium,low,5
1858,high,high,medium,low,high,low,high,medium,medium,medium,low,5
1859,high,low,low,high,high,high,high,high,medium,medium,medium,6
1860,medium,low,low,medium,medium,high,high,medium,high,high,medium,6
1861,high,low,low,high,high,high,high,high,medium,medium,medium,6
1862,high,low,medium,low,high,low,low,low,medium,high,high,7
1863,medium,medium,medium,medium,high,high,high,high,medium,low,low,5
1864,medium,medium,medium,medium,medium,low,medium,medium,high,high,medium,6
1865,high,high,high,high,high,medium,medium,high,low,low,medium,6
1866,high,medium,low,high,high,high,high,high,high,medium,medium,6
1867,medium,high,low,high,low,medium,medium,medium,low,low,high,6
1868,high,low,low,medium,low,medium,medium,medium,medium,low,high,7
1869,high,low,low,high,low,medium,medium,medium,low,low,medium,7
1870,low,low,low,low,high,medium,high,low,high,medium,medium,6
1871,medium,low,low,medium,medium,medium,high,medium,high,medium,medium,6
1872,low,high,low,high,medium,low,high,high,low,medium,low,5
1873,low,high,low,high,medium,low,high,high,low,medium,low,5
1874,high,medium,medium,medium,low,medium,medium,medium,low,low,medium,5
1875,medium,high,high,high,high,low,high,high,high,high,low,5
1876,high,low,medium,low,high,high,medium,medium,medium,medium,low,6
1877,high,low,medium,low,low,low,low,low,low,low,medium,6
1878,high,medium,low,high,medium,medium,high,high,low,high,low,6
1879,high,low,high,high,medium,low,low,high,low,low,low,6
1880,high,medium,high,high,medium,high,high,high,medium,high,low,5
1881,high,low,high,high,medium,low,low,high,low,low,low,6
1882,high,medium,high,high,medium,high,high,high,medium,high,low,5
1883,high,medium,high,high,medium,high,high,high,medium,high,low,5
1884,low,low,medium,medium,low,medium,medium,medium,high,low,medium,5
1885,high,low,high,high,medium,low,low,high,low,low,low,6
1886,medium,high,low,low,low,medium,low,medium,medium,low,low,5
1887,high,medium,high,high,high,medium,high,high,high,low,low,5
1888,high,medium,high,high,high,high,high,high,high,low,low,5
1889,high,low,high,low,low,low,low,medium,medium,high,medium,5
1890,high,medium,high,high,medium,high,high,high,medium,high,low,5
1891,high,high,high,high,medium,high,high,high,medium,high,low,5
1892,medium,medium,medium,high,medium,medium,medium,high,high,low,low,5
1893,medium,medium,medium,high,medium,medium,medium,high,high,low,low,5
1894,medium,high,high,medium,high,medium,high,medium,medium,medium,low,5
1895,high,medium,medium,high,medium,high,high,high,low,medium,low,6
1896,high,medium,high,high,low,high,high,high,low,low,low,6
1897,high,medium,high,high,low,high,high,high,low,low,low,6
1898,high,high,high,high,high,low,low,high,high,high,medium,6
1899,medium,high,medium,low,low,medium,low,low,high,high,high,7
1900,high,low,low,high,low,high,high,high,low,low,low,6
1901,high,low,medium,medium,medium,low,medium,medium,low,low,medium,5
1902,high,low,medium,high,medium,low,high,high,low,medium,low,6
1903,high,high,low,low,medium,low,low,medium,low,high,medium,5
1904,high,medium,medium,high,medium,high,high,high,low,medium,low,6
1905,high,medium,high,high,low,high,high,high,low,low,low,6
1906,low,medium,medium,low,low,low,medium,medium,medium,high,medium,5
1907,high,high,medium,medium,low,high,high,low,low,high,high,7
1908,high,high,medium,medium,low,low,low,low,low,high,high,7
1909,high,low,medium,high,high,medium,medium,high,medium,low,low,5
1910,medium,medium,medium,high,medium,high,high,high,low,low,low,5
1911,medium,low,low,low,medium,low,low,medium,low,high,medium,6
1912,high,medium,low,high,low,low,low,medium,low,medium,high,6
1913,high,low,medium,low,high,low,medium,medium,low,medium,low,6
1914,medium,high,medium,medium,low,low,medium,low,low,low,high,6
1915,high,high,medium,medium,low,low,low,low,low,high,high,7
1916,medium,medium,medium,high,medium,high,high,high,low,low,low,5
1917,medium,low,low,low,medium,low,low,medium,low,high,medium,6
1918,medium,high,medium,high,medium,high,high,high,medium,high,low,6
1919,high,low,high,high,high,high,high,high,medium,high,low,6
1920,high,medium,medium,high,high,high,high,high,low,medium,medium,7
1921,high,low,medium,high,high,medium,medium,high,medium,low,low,5
1922,medium,low,low,medium,high,low,medium,medium,high,low,low,5
1923,high,high,low,low,low,low,low,low,low,medium,medium,5
1924,high,medium,medium,low,low,low,low,medium,medium,low,medium,4
1925,low,low,high,low,high,low,low,medium,medium,low,medium,6
1926,low,low,high,low,high,low,low,medium,medium,low,medium,6
1927,medium,medium,low,low,high,high,high,medium,low,low,medium,5
1928,medium,medium,medium,medium,medium,high,high,medium,medium,low,high,6
1929,high,high,medium,high,low,high,high,high,low,low,medium,5
1930,high,medium,medium,high,medium,high,high,high,low,low,medium,6
1931,medium,high,low,low,medium,high,high,low,medium,low,medium,3
1932,high,high,low,medium,medium,low,low,medium,low,low,medium,6
1933,high,high,high,high,high,low,high,high,low,low,low,5
1934,medium,medium,medium,low,medium,low,low,low,medium,high,medium,6
1935,high,high,medium,high,low,high,high,high,low,low,medium,5
1936,high,medium,medium,high,medium,high,high,high,low,low,medium,6
1937,high,low,low,medium,high,medium,high,medium,medium,low,high,7
1938,high,low,medium,low,low,low,low,medium,high,low,medium,5
1939,medium,high,medium,medium,high,medium,medium,high,medium,low,low,5
1940,high,high,high,high,high,medium,high,high,low,high,low,5
1941,medium,high,medium,medium,high,medium,medium,high,medium,low,low,5
1942,high,high,high,high,high,medium,high,high,low,high,low,5
1943,low,medium,high,high,medium,high,high,high,medium,medium,low,5
1944,low,high,high,low,high,high,high,medium,low,low,low,5
1945,high,medium,medium,medium,high,medium,medium,high,low,high,medium,6
1946,low,low,medium,high,high,high,high,high,high,low,low,6
1947,low,high,high,low,high,high,high,medium,low,low,low,5
1948,high,low,medium,low,medium,medium,medium,medium,high,high,medium,7
1949,medium,high,high,medium,high,medium,high,medium,low,medium,low,5
1950,high,medium,low,high,low,high,high,high,low,medium,low,5
1951,high,high,high,low,medium,medium,high,high,low,medium,medium,4
1952,high,high,medium,high,low,medium,medium,medium,low,low,high,7
